date,Customer_id,Spend
8/17/2014 0:00,41,216
8/21/2014 0:00,41,20
8/22/2014 0:00,41,96
5/20/2014 0:00,42,37
5/29/2014 0:00,43,179
8/11/2014 0:00,44,20
8/23/2014 0:00,44,54
8/25/2014 0:00,44,240
8/28/2014 0:00,44,256
5/1/2014 0:00,45,56
5/19/2014 0:00,45,294
5/15/2014 0:00,46,63
1/4/2014 0:00,47,22
1/6/2014 0:00,47,136
1/10/2014 0:00,47,263
4/30/2014 0:00,48,104
5/12/2014 0:00,48,165
8/5/2014 0:00,49,199
8/8/2014 0:00,49,204
1/18/2014 0:00,50,140
1/31/2014 0:00,50,261
2/4/2014 0:00,50,64
2/16/2014 0:00,50,218
7/8/2014 0:00,51,204
1/2/2014 0:00,52,115
1/10/2014 0:00,53,93
4/27/2014 0:00,54,242
5/25/2014 0:00,55,292
6/1/2014 0:00,55,63
4/13/2014 0:00,56,20
4/18/2014 0:00,56,208
5/30/2014 0:00,56,219
7/28/2014 0:00,56,20
6/5/2014 0:00,57,20
6/10/2014 0:00,58,299
6/10/2014 0:00,58,293
5/30/2014 0:00,59,209
5/31/2014 0:00,59,131
6/7/2014 0:00,59,210
6/10/2014 0:00,59,50
6/13/2014 0:00,59,283
6/17/2014 0:00,59,93
6/19/2014 0:00,59,20
6/28/2014 0:00,59,226
7/7/2014 0:00,59,270
5/31/2014 0:00,60,209
5/17/2014 0:00,61,20
7/2/2014 0:00,62,60
7/10/2014 0:00,62,265
8/31/2014 0:00,63,55
5/12/2014 0:00,64,22
1/9/2014 0:00,65,248
1/12/2014 0:00,65,276
1/12/2014 0:00,65,92
3/7/2014 0:00,66,108
3/12/2014 0:00,66,20
3/14/2014 0:00,66,23
4/7/2014 0:00,66,292
4/10/2014 0:00,66,211
4/19/2014 0:00,66,271
1/9/2014 0:00,67,246
1/12/2014 0:00,67,292
7/18/2014 0:00,68,162
7/19/2014 0:00,68,20
7/18/2014 0:00,69,49
2/9/2014 0:00,70,242
2/11/2014 0:00,70,263
2/15/2014 0:00,70,207
2/16/2014 0:00,70,110
2/18/2014 0:00,70,42
2/21/2014 0:00,70,70
2/25/2014 0:00,70,20
3/2/2014 0:00,70,234
3/3/2014 0:00,70,199
3/5/2014 0:00,70,197
3/6/2014 0:00,70,117
3/10/2014 0:00,70,105
3/11/2014 0:00,70,206
3/13/2014 0:00,70,20
3/14/2014 0:00,70,234
3/16/2014 0:00,70,262
3/19/2014 0:00,70,93
3/19/2014 0:00,70,239
5/26/2014 0:00,71,183
2/27/2014 0:00,72,146
6/28/2014 0:00,73,229
1/16/2014 0:00,74,186
1/19/2014 0:00,74,20
1/21/2014 0:00,74,176
1/23/2014 0:00,74,56
1/31/2014 0:00,74,256
2/3/2014 0:00,74,178
2/3/2014 0:00,74,283
2/4/2014 0:00,74,61
2/11/2014 0:00,74,111
2/15/2014 0:00,74,73
7/17/2014 0:00,75,35
7/19/2014 0:00,75,170
1/9/2014 0:00,76,55
4/22/2014 0:00,76,46
4/23/2014 0:00,77,299
1/23/2014 0:00,78,26
3/31/2014 0:00,79,134
4/2/2014 0:00,79,212
6/28/2014 0:00,80,127
6/11/2014 0:00,81,288
6/25/2014 0:00,81,50
7/13/2014 0:00,82,176
7/14/2014 0:00,82,28
3/24/2014 0:00,83,21
3/24/2014 0:00,83,271
3/30/2014 0:00,84,176
4/18/2014 0:00,84,71
5/23/2014 0:00,84,265
10/2/2014 0:00,84,79
10/12/2014 0:00,84,190
11/13/2014 0:00,84,238
1/15/2014 0:00,85,103
1/19/2014 0:00,85,283
1/21/2014 0:00,85,147
1/23/2014 0:00,85,141
4/25/2014 0:00,86,92
4/26/2014 0:00,86,121
4/26/2014 0:00,86,153
1/27/2014 0:00,87,129
3/2/2014 0:00,87,168
4/12/2014 0:00,88,49
5/5/2014 0:00,88,93
7/5/2014 0:00,88,289
7/22/2014 0:00,88,155
10/14/2014 0:00,88,113
11/1/2014 0:00,88,103
12/11/2014 0:00,88,90
12/22/2014 0:00,88,125
4/29/2014 0:00,89,153
5/5/2014 0:00,89,288
7/24/2014 0:00,90,69
8/27/2014 0:00,90,95
1/22/2014 0:00,91,176
3/27/2014 0:00,91,298
4/29/2014 0:00,92,167
7/19/2014 0:00,93,120
3/11/2014 0:00,94,176
3/24/2014 0:00,95,84
3/30/2014 0:00,96,85
7/24/2014 0:00,97,65
6/20/2014 0:00,98,84
6/20/2014 0:00,98,108
6/22/2014 0:00,98,182
6/28/2014 0:00,98,230
7/2/2014 0:00,98,97
3/23/2014 0:00,99,110
5/20/2014 0:00,99,38
3/27/2014 0:00,100,201
4/1/2014 0:00,100,53
8/10/2014 0:00,101,84
8/5/2014 0:00,102,171
8/9/2014 0:00,102,86
8/16/2014 0:00,102,261
8/19/2014 0:00,102,243
8/21/2014 0:00,102,149
8/22/2014 0:00,102,296
8/24/2014 0:00,102,206
8/25/2014 0:00,102,20
8/27/2014 0:00,102,283
7/31/2014 0:00,103,81
5/11/2014 0:00,104,107
8/9/2014 0:00,105,117
5/11/2014 0:00,106,293
8/15/2014 0:00,107,73
3/1/2014 0:00,108,173
3/26/2014 0:00,109,221
8/20/2014 0:00,110,184
9/18/2014 0:00,110,44
9/29/2014 0:00,110,299
10/19/2014 0:00,110,29
10/31/2014 0:00,110,220
11/1/2014 0:00,110,109
11/10/2014 0:00,110,273
11/10/2014 0:00,110,194
11/24/2014 0:00,110,190
12/16/2014 0:00,110,37
12/25/2014 0:00,110,103
12/30/2014 0:00,110,274
3/5/2014 0:00,111,63
7/21/2014 0:00,112,230
7/22/2014 0:00,112,35
7/31/2014 0:00,112,273
8/2/2014 0:00,112,122
8/18/2014 0:00,112,171
8/28/2014 0:00,112,291
8/29/2014 0:00,112,118
9/10/2014 0:00,112,119
9/24/2014 0:00,112,95
10/25/2014 0:00,112,20
11/3/2014 0:00,112,165
11/17/2014 0:00,112,145
11/26/2014 0:00,112,214
7/13/2014 0:00,113,67
3/23/2014 0:00,114,75
1/11/2014 0:00,115,293
2/5/2014 0:00,116,35
5/16/2014 0:00,117,172
5/17/2014 0:00,117,178
5/20/2014 0:00,117,219
5/22/2014 0:00,117,269
5/23/2014 0:00,117,228
7/28/2014 0:00,118,237
7/29/2014 0:00,118,124
8/6/2014 0:00,118,46
8/10/2014 0:00,118,136
8/11/2014 0:00,118,46
8/12/2014 0:00,118,205
8/14/2014 0:00,118,180
8/19/2014 0:00,118,162
8/20/2014 0:00,118,236
8/26/2014 0:00,118,88
9/7/2014 0:00,118,213
9/7/2014 0:00,118,62
9/7/2014 0:00,118,260
9/21/2014 0:00,118,96
6/24/2014 0:00,119,42
6/25/2014 0:00,119,285
6/29/2014 0:00,119,94
7/26/2014 0:00,120,107
1/5/2014 0:00,121,133
1/21/2014 0:00,121,251
7/25/2014 0:00,122,268
5/16/2014 0:00,123,160
5/16/2014 0:00,123,210
1/23/2014 0:00,124,234
1/24/2014 0:00,124,195
4/27/2014 0:00,125,53
8/10/2014 0:00,125,51
9/12/2014 0:00,125,231
3/26/2014 0:00,126,32
3/28/2014 0:00,126,156
4/1/2014 0:00,126,58
4/8/2014 0:00,126,299
6/22/2014 0:00,127,24
4/27/2014 0:00,128,158
4/21/2014 0:00,129,101
8/24/2014 0:00,130,22
7/24/2014 0:00,131,113
7/25/2014 0:00,131,25
6/7/2014 0:00,132,20
6/7/2014 0:00,132,182
8/31/2014 0:00,133,289
9/1/2014 0:00,133,288
7/27/2014 0:00,134,21
7/29/2014 0:00,134,297
8/1/2014 0:00,134,208
8/15/2014 0:00,134,169
8/17/2014 0:00,134,236
8/26/2014 0:00,134,288
8/30/2014 0:00,134,141
9/3/2014 0:00,134,85
9/17/2014 0:00,134,236
9/19/2014 0:00,134,64
9/27/2014 0:00,134,268
10/3/2014 0:00,134,237
10/4/2014 0:00,134,178
10/9/2014 0:00,134,60
10/13/2014 0:00,134,121
10/21/2014 0:00,134,30
10/25/2014 0:00,134,88
10/31/2014 0:00,134,254
11/19/2014 0:00,134,97
11/21/2014 0:00,134,117
12/5/2014 0:00,134,150
8/27/2014 0:00,135,224
8/27/2014 0:00,135,183
8/28/2014 0:00,135,122
8/21/2014 0:00,136,238
8/30/2014 0:00,136,294
3/14/2014 0:00,137,170
3/16/2014 0:00,137,191
6/4/2014 0:00,138,102
6/14/2014 0:00,139,210
6/16/2014 0:00,139,279
6/17/2014 0:00,139,156
6/19/2014 0:00,139,20
2/7/2014 0:00,140,268
8/26/2014 0:00,141,198
4/27/2014 0:00,142,83
5/2/2014 0:00,142,228
5/7/2014 0:00,142,160
5/14/2014 0:00,142,158
5/19/2014 0:00,142,94
5/20/2014 0:00,142,185
5/23/2014 0:00,142,20
5/24/2014 0:00,142,181
5/28/2014 0:00,142,171
6/5/2014 0:00,142,30
6/6/2014 0:00,142,214
6/6/2014 0:00,142,250
6/6/2014 0:00,142,87
6/6/2014 0:00,142,227
6/8/2014 0:00,142,211
6/12/2014 0:00,142,155
6/13/2014 0:00,142,59
6/14/2014 0:00,142,300
6/17/2014 0:00,142,111
6/18/2014 0:00,142,215
6/19/2014 0:00,142,56
6/19/2014 0:00,142,94
6/26/2014 0:00,142,228
6/29/2014 0:00,142,20
7/1/2014 0:00,142,162
7/1/2014 0:00,142,250
7/2/2014 0:00,142,231
7/6/2014 0:00,142,20
7/7/2014 0:00,142,20
7/11/2014 0:00,142,249
7/17/2014 0:00,142,153
7/20/2014 0:00,142,210
7/30/2014 0:00,142,266
7/30/2014 0:00,142,40
8/6/2014 0:00,142,78
8/10/2014 0:00,142,68
8/11/2014 0:00,142,210
8/13/2014 0:00,142,155
8/14/2014 0:00,142,86
8/15/2014 0:00,142,263
8/22/2014 0:00,142,225
8/22/2014 0:00,142,275
8/27/2014 0:00,142,231
8/31/2014 0:00,142,38
9/9/2014 0:00,142,243
9/17/2014 0:00,142,295
10/1/2014 0:00,142,127
10/3/2014 0:00,142,27
10/4/2014 0:00,142,94
10/8/2014 0:00,142,291
10/9/2014 0:00,142,20
10/9/2014 0:00,142,57
10/10/2014 0:00,142,20
10/12/2014 0:00,142,230
10/14/2014 0:00,142,55
10/20/2014 0:00,142,145
10/25/2014 0:00,142,162
10/30/2014 0:00,142,268
11/2/2014 0:00,142,283
11/3/2014 0:00,142,226
11/3/2014 0:00,142,88
11/4/2014 0:00,142,20
11/7/2014 0:00,142,191
11/7/2014 0:00,142,142
11/8/2014 0:00,142,20
11/10/2014 0:00,142,102
7/31/2014 0:00,143,110
6/18/2014 0:00,144,35
5/10/2014 0:00,145,41
5/13/2014 0:00,145,265
7/13/2014 0:00,146,61
2/20/2014 0:00,147,287
4/10/2014 0:00,148,108
4/12/2014 0:00,148,131
7/12/2014 0:00,149,276
7/21/2014 0:00,149,131
7/23/2014 0:00,149,62
5/27/2014 0:00,150,295
5/28/2014 0:00,150,185
5/29/2014 0:00,150,278
5/30/2014 0:00,150,48
5/31/2014 0:00,150,121
6/3/2014 0:00,150,225
6/5/2014 0:00,150,160
3/15/2014 0:00,151,256
3/31/2014 0:00,151,150
6/23/2014 0:00,152,106
6/25/2014 0:00,152,127
7/21/2014 0:00,152,69
7/23/2014 0:00,152,271
9/18/2014 0:00,152,138
4/23/2014 0:00,153,20
3/31/2014 0:00,154,243
6/14/2014 0:00,155,36
6/20/2014 0:00,155,284
7/13/2014 0:00,155,160
10/4/2014 0:00,155,294
10/25/2014 0:00,155,85
2/3/2014 0:00,156,209
4/2/2014 0:00,157,270
4/24/2014 0:00,157,237
1/4/2014 0:00,158,198
1/3/2014 0:00,159,31
1/26/2014 0:00,160,63
1/29/2014 0:00,160,20
2/3/2014 0:00,160,53
1/29/2014 0:00,161,114
2/18/2014 0:00,162,172
3/5/2014 0:00,162,161
5/19/2014 0:00,162,169
5/27/2014 0:00,162,20
5/29/2014 0:00,162,254
11/22/2014 0:00,162,136
7/26/2014 0:00,163,278
4/20/2014 0:00,164,254
4/21/2014 0:00,164,38
4/23/2014 0:00,164,286
4/25/2014 0:00,164,136
1/30/2014 0:00,165,63
3/4/2014 0:00,166,285
3/4/2014 0:00,166,284
3/18/2014 0:00,166,123
4/25/2014 0:00,166,45
5/4/2014 0:00,166,77
5/9/2014 0:00,166,107
2/16/2014 0:00,167,212
3/9/2014 0:00,168,135
3/11/2014 0:00,168,273
6/4/2014 0:00,169,68
6/5/2014 0:00,169,72
6/10/2014 0:00,169,178
6/18/2014 0:00,169,72
6/23/2014 0:00,169,296
6/23/2014 0:00,169,293
7/10/2014 0:00,170,31
1/20/2014 0:00,171,189
8/7/2014 0:00,172,264
6/27/2014 0:00,173,250
6/30/2014 0:00,173,239
7/11/2014 0:00,173,164
7/31/2014 0:00,173,238
8/3/2014 0:00,173,93
8/7/2014 0:00,173,200
9/2/2014 0:00,173,152
9/8/2014 0:00,173,261
9/11/2014 0:00,173,66
10/14/2014 0:00,173,127
8/8/2014 0:00,174,130
8/29/2014 0:00,175,159
8/22/2014 0:00,176,246
8/24/2014 0:00,176,296
9/3/2014 0:00,176,173
1/16/2014 0:00,177,50
6/5/2014 0:00,177,93
6/19/2014 0:00,178,248
2/9/2014 0:00,179,239
8/28/2014 0:00,180,189
8/31/2014 0:00,180,157
9/3/2014 0:00,180,283
7/22/2014 0:00,181,163
2/10/2014 0:00,182,84
1/22/2014 0:00,183,67
1/22/2014 0:00,183,199
1/26/2014 0:00,183,171
1/27/2014 0:00,183,284
1/29/2014 0:00,183,98
1/29/2014 0:00,183,132
2/1/2014 0:00,183,183
2/4/2014 0:00,183,167
2/5/2014 0:00,183,73
4/26/2014 0:00,184,253
5/21/2014 0:00,184,63
4/30/2014 0:00,185,202
2/24/2014 0:00,186,163
8/6/2014 0:00,187,152
7/14/2014 0:00,188,106
7/21/2014 0:00,188,72
7/28/2014 0:00,188,225
8/1/2014 0:00,188,223
2/11/2014 0:00,189,20
2/23/2014 0:00,189,26
3/12/2014 0:00,190,54
4/11/2014 0:00,191,58
5/9/2014 0:00,191,229
7/27/2014 0:00,191,285
10/1/2014 0:00,191,235
8/3/2014 0:00,192,273
7/16/2014 0:00,193,36
4/1/2014 0:00,194,258
2/11/2014 0:00,195,164
2/15/2014 0:00,195,77
6/6/2014 0:00,196,182
6/8/2014 0:00,197,214
6/9/2014 0:00,197,106
2/24/2014 0:00,198,110
5/9/2014 0:00,199,144
5/15/2014 0:00,199,62
5/25/2014 0:00,199,298
7/14/2014 0:00,200,165
2/20/2014 0:00,201,151
2/19/2014 0:00,202,34
8/15/2014 0:00,203,238
7/14/2014 0:00,204,252
7/16/2014 0:00,204,241
8/23/2014 0:00,205,246
10/22/2014 0:00,205,174
5/6/2014 0:00,206,190
3/6/2014 0:00,207,48
4/19/2014 0:00,208,176
4/24/2014 0:00,208,20
4/27/2014 0:00,208,198
6/2/2014 0:00,208,34
6/25/2014 0:00,208,193
6/30/2014 0:00,208,146
7/3/2014 0:00,208,79
7/8/2014 0:00,208,209
1/26/2014 0:00,209,76
1/28/2014 0:00,209,208
2/1/2014 0:00,209,124
2/3/2014 0:00,209,101
7/9/2014 0:00,210,227
7/13/2014 0:00,210,59
7/13/2014 0:00,210,20
7/13/2014 0:00,210,113
7/13/2014 0:00,210,33
7/13/2014 0:00,210,118
7/16/2014 0:00,210,53
7/16/2014 0:00,210,286
7/18/2014 0:00,210,170
7/18/2014 0:00,210,245
7/19/2014 0:00,210,86
7/21/2014 0:00,210,109
7/23/2014 0:00,210,288
7/23/2014 0:00,210,291
7/23/2014 0:00,210,251
8/23/2014 0:00,211,166
6/6/2014 0:00,212,128
6/2/2014 0:00,213,139
8/2/2014 0:00,214,86
2/1/2014 0:00,215,183
2/2/2014 0:00,215,20
8/15/2014 0:00,216,20
8/26/2014 0:00,216,48
7/5/2014 0:00,217,187
7/19/2014 0:00,217,20
8/18/2014 0:00,217,164
9/11/2014 0:00,217,41
9/27/2014 0:00,217,159
9/30/2014 0:00,217,139
10/3/2014 0:00,217,20
11/16/2014 0:00,217,75
12/28/2014 0:00,217,41
1/24/2014 0:00,218,133
4/17/2014 0:00,219,41
4/18/2014 0:00,219,146
4/22/2014 0:00,219,158
4/24/2014 0:00,219,147
4/25/2014 0:00,219,107
4/26/2014 0:00,219,147
4/27/2014 0:00,219,170
5/3/2014 0:00,219,239
5/4/2014 0:00,219,241
5/10/2014 0:00,219,296
5/14/2014 0:00,219,20
5/15/2014 0:00,219,138
5/18/2014 0:00,219,228
5/24/2014 0:00,219,192
5/28/2014 0:00,219,94
5/29/2014 0:00,219,249
5/29/2014 0:00,219,210
6/29/2014 0:00,220,87
4/12/2014 0:00,221,170
2/26/2014 0:00,222,169
2/26/2014 0:00,222,211
3/5/2014 0:00,223,20
5/28/2014 0:00,224,20
3/21/2014 0:00,225,135
1/5/2014 0:00,226,140
1/7/2014 0:00,226,273
1/8/2014 0:00,226,69
4/8/2014 0:00,227,241
3/28/2014 0:00,228,145
3/6/2014 0:00,229,78
2/10/2014 0:00,230,249
2/11/2014 0:00,230,260
2/11/2014 0:00,230,212
2/16/2014 0:00,230,181
2/17/2014 0:00,230,140
2/17/2014 0:00,230,222
2/7/2014 0:00,231,20
2/8/2014 0:00,231,78
2/9/2014 0:00,231,102
2/9/2014 0:00,231,221
2/9/2014 0:00,231,115
1/10/2014 0:00,232,115
6/3/2014 0:00,233,83
6/4/2014 0:00,233,170
6/7/2014 0:00,233,276
6/8/2014 0:00,233,164
6/9/2014 0:00,233,275
6/11/2014 0:00,233,163
6/13/2014 0:00,233,241
7/27/2014 0:00,234,138
7/28/2014 0:00,234,79
6/6/2014 0:00,235,20
6/10/2014 0:00,235,281
6/19/2014 0:00,235,20
6/25/2014 0:00,235,109
7/21/2014 0:00,236,53
7/22/2014 0:00,236,223
7/25/2014 0:00,236,272
1/19/2014 0:00,237,221
7/3/2014 0:00,238,119
7/10/2014 0:00,238,259
7/19/2014 0:00,238,293
7/19/2014 0:00,238,125
2/20/2014 0:00,239,149
2/22/2014 0:00,239,55
6/4/2014 0:00,240,20
6/11/2014 0:00,240,285
2/10/2014 0:00,241,193
4/8/2014 0:00,242,200
7/3/2014 0:00,243,84
7/28/2014 0:00,244,115
5/9/2014 0:00,245,20
6/17/2014 0:00,246,202
8/17/2014 0:00,247,235
8/23/2014 0:00,247,178
8/30/2014 0:00,247,52
8/31/2014 0:00,247,110
9/11/2014 0:00,247,20
9/13/2014 0:00,247,33
9/16/2014 0:00,247,39
9/17/2014 0:00,247,182
1/22/2014 0:00,248,156
4/6/2014 0:00,248,230
3/26/2014 0:00,249,255
5/18/2014 0:00,249,144
6/17/2014 0:00,249,265
7/4/2014 0:00,249,269
7/5/2014 0:00,249,104
7/19/2014 0:00,249,196
8/4/2014 0:00,249,160
8/6/2014 0:00,249,81
8/18/2014 0:00,249,65
8/21/2014 0:00,249,206
8/23/2014 0:00,249,134
8/30/2014 0:00,249,87
9/1/2014 0:00,249,218
9/2/2014 0:00,249,162
4/24/2014 0:00,250,279
10/20/2014 0:00,250,299
5/9/2014 0:00,251,33
5/10/2014 0:00,251,237
5/14/2014 0:00,251,298
5/15/2014 0:00,251,265
5/19/2014 0:00,251,157
5/20/2014 0:00,251,153
5/21/2014 0:00,251,191
5/24/2014 0:00,251,166
6/1/2014 0:00,251,57
6/3/2014 0:00,251,20
6/5/2014 0:00,251,160
6/6/2014 0:00,251,132
6/12/2014 0:00,251,194
6/28/2014 0:00,251,131
6/30/2014 0:00,251,300
7/3/2014 0:00,251,152
7/9/2014 0:00,251,42
7/15/2014 0:00,252,143
7/15/2014 0:00,252,20
9/3/2014 0:00,252,126
9/9/2014 0:00,252,36
9/23/2014 0:00,252,36
10/15/2014 0:00,252,253
10/29/2014 0:00,252,38
11/4/2014 0:00,252,35
11/27/2014 0:00,252,234
11/28/2014 0:00,252,286
12/19/2014 0:00,252,98
2/23/2014 0:00,253,270
3/1/2014 0:00,253,277
3/29/2014 0:00,253,116
5/11/2014 0:00,254,204
8/21/2014 0:00,255,100
4/23/2014 0:00,256,274
4/29/2014 0:00,256,66
6/25/2014 0:00,257,115
6/27/2014 0:00,257,262
7/10/2014 0:00,257,20
12/10/2014 0:00,257,120
12/10/2014 0:00,257,252
12/26/2014 0:00,257,149
7/28/2014 0:00,258,164
8/10/2014 0:00,258,192
8/14/2014 0:00,258,46
6/23/2014 0:00,259,258
8/4/2014 0:00,260,287
8/9/2014 0:00,260,169
3/22/2014 0:00,261,49
3/25/2014 0:00,261,194
3/30/2014 0:00,261,271
8/13/2014 0:00,262,243
10/18/2014 0:00,262,211
4/16/2014 0:00,263,20
8/25/2014 0:00,264,50
4/17/2014 0:00,265,290
5/4/2014 0:00,265,50
7/6/2014 0:00,265,259
6/28/2014 0:00,266,276
6/28/2014 0:00,266,51
5/29/2014 0:00,267,177
8/15/2014 0:00,268,24
8/16/2014 0:00,268,295
9/1/2014 0:00,268,264
9/15/2014 0:00,268,122
9/16/2014 0:00,268,150
9/17/2014 0:00,268,202
1/11/2014 0:00,269,20
1/17/2014 0:00,269,39
2/27/2014 0:00,270,137
3/30/2014 0:00,271,21
5/10/2014 0:00,272,191
8/20/2014 0:00,273,286
8/20/2014 0:00,273,184
8/21/2014 0:00,273,208
4/29/2014 0:00,274,56
3/28/2014 0:00,275,205
4/1/2014 0:00,275,234
4/2/2014 0:00,275,296
2/15/2014 0:00,276,287
2/25/2014 0:00,276,99
3/18/2014 0:00,276,125
3/19/2014 0:00,276,280
3/21/2014 0:00,276,159
5/10/2014 0:00,276,285
5/19/2014 0:00,276,105
5/20/2014 0:00,276,286
6/1/2014 0:00,276,293
7/22/2014 0:00,276,77
9/2/2014 0:00,276,211
2/21/2014 0:00,277,213
2/22/2014 0:00,277,150
2/22/2014 0:00,277,265
3/2/2014 0:00,277,111
3/8/2014 0:00,277,254
3/18/2014 0:00,277,234
3/22/2014 0:00,277,293
3/25/2014 0:00,277,275
3/27/2014 0:00,277,280
4/20/2014 0:00,277,20
1/1/2014 0:00,278,20
2/16/2014 0:00,278,81
8/12/2014 0:00,279,261
8/13/2014 0:00,280,27
8/18/2014 0:00,280,141
5/23/2014 0:00,281,251
6/1/2014 0:00,282,227
4/21/2014 0:00,283,195
5/2/2014 0:00,283,83
8/4/2014 0:00,284,85
8/1/2014 0:00,285,269
8/5/2014 0:00,285,191
8/10/2014 0:00,285,223
7/16/2014 0:00,286,176
9/3/2014 0:00,286,276
9/4/2014 0:00,286,250
11/7/2014 0:00,286,293
12/2/2014 0:00,286,28
2/15/2014 0:00,287,156
7/15/2014 0:00,288,242
7/16/2014 0:00,288,205
8/1/2014 0:00,288,281
8/22/2014 0:00,288,48
10/18/2014 0:00,288,277
11/1/2014 0:00,288,135
12/4/2014 0:00,288,159
5/25/2014 0:00,289,232
1/17/2014 0:00,290,264
1/22/2014 0:00,290,181
5/19/2014 0:00,291,281
1/2/2014 0:00,292,149
5/22/2014 0:00,292,176
1/25/2014 0:00,293,233
3/3/2014 0:00,294,216
6/21/2014 0:00,295,102
6/21/2014 0:00,295,280
6/26/2014 0:00,295,61
6/27/2014 0:00,295,164
6/27/2014 0:00,295,61
2/23/2014 0:00,296,20
7/20/2014 0:00,297,45
1/26/2014 0:00,298,61
1/30/2014 0:00,298,90
1/9/2014 0:00,299,274
1/1/2014 0:00,300,292
8/1/2014 0:00,301,253
8/1/2014 0:00,301,37
2/12/2014 0:00,302,254
2/17/2014 0:00,302,90
5/8/2014 0:00,303,271
6/22/2014 0:00,303,289
7/27/2014 0:00,303,264
11/1/2014 0:00,303,187
7/23/2014 0:00,304,273
7/23/2014 0:00,304,170
8/21/2014 0:00,305,131
8/24/2014 0:00,305,187
1/11/2014 0:00,306,270
1/31/2014 0:00,306,44
2/4/2014 0:00,306,223
2/5/2014 0:00,306,204
2/19/2014 0:00,306,253
2/28/2014 0:00,306,244
3/6/2014 0:00,306,264
8/31/2014 0:00,307,282
9/1/2014 0:00,307,116
7/3/2014 0:00,308,20
1/21/2014 0:00,309,291
1/22/2014 0:00,309,245
4/9/2014 0:00,310,187
5/14/2014 0:00,311,76
5/19/2014 0:00,312,20
6/17/2014 0:00,313,166
7/24/2014 0:00,314,223
3/21/2014 0:00,315,141
4/2/2014 0:00,315,113
4/6/2014 0:00,315,263
8/27/2014 0:00,316,20
3/17/2014 0:00,317,66
5/15/2014 0:00,318,213
5/16/2014 0:00,318,39
5/31/2014 0:00,318,229
7/26/2014 0:00,319,60
7/28/2014 0:00,319,105
3/11/2014 0:00,320,35
3/16/2014 0:00,320,46
3/22/2014 0:00,320,69
